ID,Word,Description,Has Video
W02455B,nhà trường,Trường học.,false
W02456,nhà tù,Nơi giam giữ những người phạm tội đã bị kết án.,true
W02461B,nhãn vở,"Nhãn dán ngoài bìa sách, vở ghi tên trường, lớp, môn học và họ tên của học sinh.",false
W02462,nhanh nhẹn,"Nhanh trong mọi cử chỉ, động tác.",false
W02463,nhào lộn,Làm động tác lao lên nhào xuống nhiều vòng liên tiếp.,true
W02464,nhát gan,"Thiếu can đảm, hay sợ sệt.",false
W02465,nhảy cao,Nhảy bật cao để vượt qua một xà ngang.,true
W02466,nhảy dù,Nhảy bằng dù từ trên máy bay xuống.,true
W02467,nhảy múa,Làm những động tác nghệ thuật nhảy và múa (nói khái quát).,true
W02468,nháy mắt,Ra hiệu bằng cách cử động mí mắt trong vài giây.,true
W02469,nhạy cảm,"Có khả năng nhận biết nhanh và tinh bằng các giác quan, bằng cảm tính.",false
W02470,nhắc nhở,Nhắc để cho chú ý (nói khái quát).,false
W02471,nhăn mặt,,true
W02472,nhặt rau,,true
W02473B,nhân (Toán học),Làm phép toán về số mà ở trường hợp đơn giản nhất là cộng tắt một số (gọi là số bị nhân) với chính nó một số lần nào đó (số lần đó gọi là số nhân).,false
W02476,nhân cách hoá,"Gán cho loài vật hoặc vật vô tri hình dáng, tính cách hoặc ngôn gữ của con người (một biện pháp tu từ trong văn học).",false
W02477,nhân chứng,Người làm chứng.,false
W02478,nhân dân,"Đông đảo những người dân, thuộc mọi tầng lớp, đang sống trong một khu vực nào đó (nói tổng quát).",false
W02479B,nhân hậu,"Hiền và giàu lòng thương người, chỉ muốn đem lại những điều tốt lành cho người khác.",false
W02481,nhân vật,"Đối tượng (thường là con người) được miêu tả, thể hiện trong tác phẩm văn học, nghệ thuật.",false
W02483,nhận hàng,,true
W02485,nhận,,false
W02486,nhận thức,"Quá trình hoặc kết quả phản ánh và tái hiện hiện thực vào trong tư duy; quá trình con người nhận biết, hiểu biết thế giới khách quan, hoặc kết quả của quá trình đó.",false
W02487,nhận xét,"Đưa ra ý kiến xét đoán, đánh giá về một đối tượng nào đó.",false
W02488,nhấp nháy,"Có ánh sáng khi loé ra khi tắt, liên tiếp.",false
W02493,nhẹ hơn,,true
W02494,nhẹ nhàng,"Tỏ ra nhẹ, có vẻ nhẹ, không gây cảm giác gì nặng nề hoặc khó chịu.",false
W02495,nhi đồng,Trẻ em thuộc lứa tuổi từ bốn - năm đến tám - chín.,true
W02497B,nhiệt kế,Dụng cụ đo nhiệt độ.,false
W02498,nhiều hơn,,false
W02499,nhìn,Đưa mắt về một hướng nào đó để thấy.,false
W02500,nhỏ,"Có kích thước, số lượng, phạm vi, quy mô hoặc giá trị, ý nghĩa không đán kể, hay kém hơn so với số lớn những cái khác cùng loại.",true
W02502,nhỏ tuổi,Ít tuổi (thường nói về tuổi thiếu niên).,true
W02503,nhóm,"Tập hợp gồm một số cá thể được hình thành theo những nguyên tắc, tiêu chí nhất định.",true
W02504,nhọn,"(vật) có phần đầu nhỏ dần lại, dễ đâm thủng vật khác.",true
W02505,nhọn hoắt,"Rất nhọn, đến mức gây cảm giác sợ.",true
W02508,nhu cầu,"Điều đòi hỏi của đời sống, tự nhiên và xã hội.",false
W02512,nhụy hoa,Bộ phận sinh sản của hoa.,true
W02514,nhược điểm,"Chỗ kém, chỗ yếu.",false
W02515,nhường nhịn,"Chịu nhận phần kém, phần thiệt về mình, để cho người khác được hưởng phần hơn trong quan hệ đối xử (nói khái quát).",false
W02517,niềm vui,Trạng thái thấy thích thú của người đang gặp việc hợp nguyện vọng hoặc đang có điều làm cho hài lòng.,false
W02520B,no,Ở trạng thái nhu cầu sinh lí về ăn uống được thoả mãn đầy đủ.,false
W02521,nỏ,"Khí giới hình cái cung, có cán làm tay cầm và có lẫy, căng bật dây để bắn tên.",true
W02522,nóc nhà,"Chỗ cao nhất của mái nhà, nơi tiếp giáp giữa các mặt mái.",true
W02523,nói chuyện,"Nói với nhau một cách tự nhiên, về những chuyện bình thường trong giao tiếp.",true
W02524,nói dối,"Nói sai sự thật một cách cố ý, nhằm che giấu điều gì.",true
W02526,nói leo,Nói chen vào chuyện của người trên khi không được hỏi đến.,false
W02527,nón,"Đồ dùng để đội đầu, che mưa nắng, thường lamg bằng lá nón và có hình một vòng tròn nhỏ dần lên đỉnh.",true
W02528,nô lệ,"Người bị tước đoạt hết mọi quyền tự do, sống dưới một ách áp bức.",true
W02529,nổ lốp xe,,true
W02530,nổ mìn,Làm nổ khối thuốc nạp vào những khoảng trống.,true
W02531,nổ súng,"Bắn (thường nói về sự bắt đầu, mở đầu cuộc chiến).",true
W02532,nồi,"Đồ dùng bằng đất nung hay kim loại, lòng sâu, để đun nấu thức ăn.",true
W02534,nồi cơm điện,,true
W02535,nổi bật,Nổi lên rất rõ khiến dễ dàng nhận thấy ngay.,false
W02536,nổi dậy,Nổi lên thành lực lượng đông đảo chống lại trật tự xã hội.,true
W02537,nổi giận,"Cảm thấy rất giận và có những phản ứng mạnh mẽ, thành cơn, không kìm lại được.",true
W02538,nổi nóng,"Tức giận không kìm được thài độ phản ứng gay gắt, thiếu suy nghĩ.",true
W02539,nối tiếp,"Tiếp theo nhau, không để ngắt quãng.",false
W02540B,nội dung,"Mặt bên trong của sự vật, cái được hình thức chứa đựng hoặc biểu hiện.",false
W02541,nội quy,"Những điều quy định để bảo đảm trật tự và kỉ luật trong một tập thể, một cơ quan (nói tổng quát).",true
W02542,nội tiếp,"(hình tròn, hình cầu) nằm trong một đa giác hoặc đa diện và tiếp xúc với mọi cạnh hoặc mọi mặt của đa giác hoặc đa diện đó.",false
W02544,nông nghiệp,"Ngành sản xuất vật chất cơ bản của xã hội, cung cấp sản phẩm trồng trọt và sản phẩm chăn nuôi.",true
W02546,nông thôn,Khu vực dân cư tập trung chủ yếu làm nghề nông; phân biệt với thành thị.,true
W02548,nốt ruồi,Nốt màu đen hoặc sẫm nổi lên tự nhiên trên mặt da.,true
W02549,nơ,"Vật trang điểm thường tết bằng vải, lụa, để cài vào tóc, vào áo, v.v.",true
W02550,nơi chốn,,false
W02551,núi lửa,"Núi hình chóp nón, có miệng ở đỉnh phun ra những chất nóng chảy từ lòng đất sâu.",true
W02554,nước mắt,Nước từ tuyến lệ ở mắt tiết ra khi khóc hay khi mắt bị kích thích mạnh.,true
W02557,óc,"Khối mềm màu trắng đục ở trong hộp sọ, là cơ sở của hoạt động thần kinh cấp cao.",true
W02559,ô nhiễm,Nhiễm bẩn tới mức có thể gây độc hại.,true
W02561,ô tô,"Xe thường có bốn bánh, chạy bằng động cơ trên đường bộ, để chở người hoặc chở hàng.",true
W02564,ốc vít,,true
W02565,ôm,"Vòng hai tay qua để giữ sát vào lòng, vào người.",true
W02567,ốm đau,Có bệnh.,true
W02569,ôn luyện,"Ôn lại, tập lại nhiều lần để nắm chắc, để cho thành thạo (nói khái quát).",false
W02570,ôn tập,"Học và luyện lại những điều đã học để nhớ, để nắm chắc.",false
W02571,ổn định,"Ở vào hay làm cho ở vào trạng thái không còn có những biến động, thay đổi đáng kể.",false
W02572,ông già,Người đàn ông đã cao tuổi.,true
W02575B,ông ngoại,,false
W02576B,ông nội,,false
W02577,ống nghe,"Dụng cụ y tế gồm có một ống dẫn âm, dùng để nghe tiếng động phát ra trong cơ thể.",true
W02578,ống nhòm,Dụng cụ quang học dùng để quan sát những vật ở rất xa.,true
W02579,ống nước,,true
W02580B,ở ngoài,,false
W02581,ở trong,,true
W02584,pha cà phê,,true
W02585,pha chế,Pha theo những tỉ lệ hoặc công thức nhất định.,true
W02586,pha lê,"Thuỷ tinh trong suốt, đẹp và nặng hơn thuỷ tinh thường.",true
W02587,phà,"Phương tiện vận chuyển lớn, có hình chữ nhật, lòng phẳng, dùng để chở xe cộ và người qua sông.",true
W02589B,phá,"Làm cho tan vỡ, hư hỏng, cho không còn nữa.",false
W02597B,phản bội,"Thay đổi hẳn thái độ, đứng về phía chống lại người hay cái mà nghĩa vụ bắt buộc mình phải trung thành, tôn trọng, bảo vệ.",false
W02598,phản động,"Có tính chất chống lại cách mạng, chống lại sự tiến bộ.",false
W02600,phản xạ,Phản ứng theo quy luật của cơ thể động vật với các kích thích bên ngoài và bên trong.,false
W02602,phao,Vật thả nổi trên mặt nước để đỡ cho vật khác cùng nổi.,true
W02605,pháo hoa,"Pháo khi bắn lên thì nổ trên không tạo thành những chùm tia sáng màu sắc rực rỡ, thường được bắn trong những đêm hội.",true
W02606,pháo sáng,"Phương tiện chiếu sáng thả từ máy bay hoặc dùng pháo phóng lên, có dù giữ cho lơ lửng trên không trong một thời gian nhất định.",true
W02608,phát biểu,"Nói lên, nêu lên ý kiến, quan niệm, tình cảm của mình về vấn đề gì đó.",true
W02609,phát động,"Tuyên truyền, làm cho hiểu rõ ý nghĩa, mục đích của một việc làm để rồi cùng nhau bắt đầu tham gia một cách tự giác, hăng hái.",true
W02610,phát hiện,"Tìm thấy, tìm ra cái chưa ai biết.",false
W02614,phân công,Giao cho làm một phần việc nhất định nào đó.,false
W02615,phân loại,Chia ra thành nhiều loại khác nhau.,true
W02616,phân số,Số biểu thị một hay nhiều phần của một đơn vị được chia thành những phần bằng nhau và thường được viết dưới dạng a trên b.,true
W02630B,phấn,"Chất trắng hoặc có nhuộm màu chế từ thạch cao, đá vôi đóng thành thỏi để viết hay vẽ.",false
W02631,phấn đấu,"Cố gắng, bền bỉ thực hiện nhằm đạt tới mục đích cao đẹp đã đề ra.",false
W02634,phấn trang điểm,,true
W02635,phấp phới,Bay lật qua lật lại trước gió một cách nhẹ nhàng.,false
W02637,tượng phật,"Người tu hành đã giác ngộ, có đức từ bi, quên mình để cứu độ chúng sinh, theo giáo lí đạo Phật.",true
W02643,phê bình,"Chỉ ra một cách cụ thể những khuyết điểm, thiếu sót của ai đó để góp ý, chê trách giúp họ nhận ra và sửa chữa.",false
W02645,phi công,Người lái máy bay.,true
W02648,phi tiêu,"Vật hơi dài, có đầu sắc nhọn hình như mũi tên, dùng để ném, phóng (một loại khí giới thời xưa).",true
W02649,phích nước,"Bình bằng kim loại hoặc thuỷ tinh có hai lớp vỏ, giữa là khoảng chân không cách nhiệt, giữ nguyên nhiệt độ trong nhiều giờ của vật đựng trong đó.",true
W02651B,phiên dịch,Dịch một văn bản hay một lời phát biểu từ ngôn ngữ này sang ngôn ngữ khác.,false
W02656B,phim hoạt hình,"Phim quay từng hình vẽ, hình cắt giấy, động tác của búp bê, con rối, v.v. và khi chiếu với tốc độ 24 hình/giây sẽ tạo được cảm giác các nhân vật đang hoạt động.",false
W02657,phim tài liệu,"Phim chuyên ghi lại những hình ảnh, sự kiện có thật nhằm phản ánh hiện thực cuộc sống.",true
W02658B,phim truyện,"Phim nghệ thuật có bố cục, dựa trên một câu chuyện hoặc trên cơ sở một tác phẩm văn học.",false
W02660,phong bì,"Bao bằng giấy gấp lại chuyên dùng để đựng thư, thiếp, v.v.",true
W02661,phong cách,"Cung cách sinh hoạt, làm việc, hoạt động, xử sự tạo nên cái riêng của một người hay một lớp người nào đó (nói tổng quát).",false
W02662,phong kiến,Những người thuộc giai cấp thống trị trong chế độ phong kiến (nói tổng quát).,true
W02665,phong trào,"Hoạt động chính trị, văn hoá, xã hội lôi cuốn được đông đảo quần chúng tham gia.",true
W02666,phong tục,"Thói quen đã có từ lâu đời, đã ăn sâu vào đời sống xã hội, được mọi người công nhận và làm theo.",true
W02667,phòng âm nhạc,,true
W02668,phòng bệnh,Ngăn ngừa bệnh tật để giữ gìn và tăng cường sức khoẻ.,false
W02670,phòng chức năng,,false
W02672,phòng đa năng,,false
W02675,phòng học tin học,,true
W02677,phòng máy tính,,true
W02678,phòng mĩ thuật,,true
W02679,phòng thí nghiệm,"Phòng, cơ sở có những thiết bị cần thiết để tiến hành thí nghiệm khoa học, nghiên cứu khoa học.",true
W02680,phòng thư viện,,true
W02682,phòng y tế,,true
W02685,phô tô,Chụp sao lại.,false
W02686,phổ biến,"Thường thấy, thường gặp ở nhiều nơi, nhiều người.",false
W02689,phố,"Đường ở thành phố, thị trấn, dọc hai bên có nhà cửa của dân cư sinh sống.",true
W02690,phố cổ,,true
W02691,phố cổ Hội an,,true
W02693,phổi,Cơ quan hô hấp hình túi trong cơ thể của người và động vật bậc cao.,true
W02696B,phở,"Món ăn gồm bánh phở thái nhỏ và thịt thái mỏng, chan nước dùng hoặc xào khô.",false
W02697B,phở cuốn,,false
W02698,phơi quần áo,,true
W02699,phù hợp,"Hợp với nhau, ăn khớp với nhau.",false
W02701,phủ nhận,"Không thừa nhận là đúng, là có thật.",false
W02704,phụ huynh,"Cha mẹ hoặc người thay mặt, đại diện cho gia đình học sinh trong quan hệ với nhà trường.",true
W02707,phục hồi,Khôi phục cái đã mất đi hoặc đã giảm sút đi.,false
W02709,phục vụ,Làm việc nhằm giúp ích trực tiếp cho ai đó.,true
W02712,phức tạp,"Có nhiều sự rắc rối khó hiểu, khó nắm bắt, khó giải quyết.",false
W02713,phương hướng,Hướng được xác định (nói khái quát).,false
W02714,phương pháp,"Cách thức nghiên cứu, nhìn nhận các hiện tượng của tự nhiên và đời sống xã hội.",false
W02715,phương tiện,"Cái dùng để làm một việc gì, để đạt một mục đích nào đó.",false
W02716B,phương tiện giao thông,,false
W02721,quả,"Bộ phận của cây do bầu nhuỵ hoa phát triển thành, bên trong thường chứa hạt.",true
W02722,bầu,,true
W02724B,bưởi,,false
W02725,cam,,true
W02728,chanh,,true
W02729,chôm chôm,,true
W02730,chuối,,true
W02731B,dưa hấu,,false
W02732B,dừa,,false
W02734,quả đất,"Hành tinh thuộc hệ Mặt trời, loài người sống trên đó.",true
W02735,cầu,,true
W02737B,đu đủ,,false
W02739,gấc,,true
W02740,quả hồng,,true
W02741,quả hồng xiêm,,true
W02742B,khế,,false
W02744,lê,,true
W02745,mít,,true
W02746,mướp,,true
W02747,na,,true
W02748B,nhãn,,false
W02749,nho,,true
W02750,ổi,,true
W02751,ớt,,true
W02752,quất,,true
W02753,quýt,,true
W02754B,roi,,false
W02755,sầu riêng,,true
W02756,su su,,true
W02757B,táo,,false
W02758,thanh long,,true
W02759,quả vải,,true
W02760,xoài,,true
W02762,quan điểm,"Cách nhìn nhận, suy nghĩ một sự vật, một vấn đề.",false
W02763,quan hệ,"Trạng thái tác động lẫn nhau, ảnh hưởng lẫn nhau giữa các sự vật.",false
W02765,quan tâm,"Để tâm, chú ý đến một cách thường xuyên.",false
W02766,quan trọng,"Có ý nghĩa, tác dụng hoặc có ảnh hưởng lớn, đáng được coi trọng.",false
W02771,quàng khăn,,true
W02773,quảng cáo,"Trình bày, giới thiệu rộng rãi để cho nhiều người (thường là khách hàng) biết đến.",false
W02779,quay phim,Cho camera hoạt động để thu hình ảnh vào phim.,true
W02780,quà,"Vật để hoặc được tặng, biếu để tỏ lòng quan tâm, quý mến. Ví dụ: quà sinh nhật.",true
W02784B,quân đội,"Là Lực lượng vũ trang tập trung có nhiệm vụ sẵn sàng chiến đấu bảo vệ độc lập, chủ quyền, thống nhất, toàn vẹn lãnh thổ của Tổ quốc; bảo vệ chế độ và những thành quả của cách mạng.",false
W02786,quần âu,"Quần kiểu Âu, có cạp, ống may đứng, rộng vừa phải, trông gọn.",true
W02787B,quần bò,"Quần kiểu Âu, may bằng vải bò, thường có kiểu dáng và đường nét nhất định.",false
W02788,quần đùi,Quần ống ngắn đến nửa đùi.,true
W02789,quần yếm,,true
W02790B,quận,"Đơn vị hành chính ở thành phố, gồm nhiều phường, ngang với huyện ở nông thôn.",false
W02794,quét dọn,"Quét và dọn cho sạch, cho gọn (nói khái quát).",true
W02795,quét nhà,,true
W02797B,quê,"Nơi gia đình, dòng họ mình đã qua nhiều đời làm ăn sinh sống.",false
W02798,quên,"Không làm, không mang theo do không nhớ, không nghĩ đến.",true
W02799,quốc ca,"Bài hát chính thức của một quốc gia, dùng khi có lễ nghi trọng thể.",false
W02800,quốc gia,"Chỉ một nước hay đất nước, được cấu thành bởi ba yếu tố là lãnh thổ, dân cư, chủ quyền.",false
W02801,quốc hội,"Cơ quan dân cử có quyền lực cao nhất trong một nước, đề ra pháp luật và quyết định các công việc lớn của nhà nước.",false
W02802,quốc khánh,"Lễ chính thức lớn nhất của một nước, thường là kỉ niệm ngày thành lập nước.",false
W02804,đề phòng,"Chuẩn bị trước các phương án để sẵn sàng đối phó, ngăn ngừa hoặc hạn chế những thiệt hại có thể xảy ra.",false
W02805,quốc tế,Các nước trên thế giới trong quan hệ với nhau (nói tổng quát).,false
W02808,quy định,"Định ra để phải theo, phải thực hiện trong công việc, trong hoạt động cụ thể.",false
W02809,quy đồng mẫu số,Làm cho các mẫu số bằng nhau mà không thay đổi giá trị của các phân số.,false
W02810,quy nạp,"(suy lí, suy luận) đi từ những hiện tượng, sự kiện riêng đến những kết luận chung.",false
W02811,quy tắc,Những điều quy định đòi hỏi phải tuân theo trong một hoạt động chung nào đó (nói tổng quát).,false
W02812,quý giá,Có giá trị lớn.,false
W02813B,quyền lợi,"Quyền được hưởng những lợi ích nào đó về vật chất, tinh thần.",false
W02814B,quyết định,"Có ý kiến dứt khoát về việc làm cụ thể nào đó, chọn một trong các khả năng, sau khi đã có sự cân nhắc.",false
W02815,quỳ,Ở tư thế đầu gối gập xuống và đặt sát mặt nền để đỡ toàn thân.,true
W02816,quý hiếm,Quý giá và hiếm có.,false
W02818B,quyển vở,,false
W02820B,quyết tâm,"Quyết và cố gắng thực hiện bằng được điều đã định, tuy biết là có nhiều khó khăn, trở ngại.",false
W02825B,ra ngoài,,false
W02828,rách,"Ở trạng thái không còn nguyên, có những chỗ bị tách, bị thủng ra.",true
W02831,rạch,"Làm cho đứt thành đường trên bề mặt, bằng vật sắc.",false
W02832,rào chắn,"Rào để ngăn, không cho vượt qua.",true
W02833,rạp chiếu phim,,true
W02835,rau,"Tên gọi chung các thứ cây, thường thuộc loại thân cỏ, dùng làm thức ăn cho người.",true
W02836,rau bắp cải,,true
W02837,rau cải,,true
W02839,rau cải thảo,,true
W02841,rau dền,"Tên gọi chung một số cây thân cỏ, lá đơn nguyên, mọc đối hay mọc cách, hoa tập hợp thành bông dài ở ngọn, thường trồng lấy ngọn non làm rau ăn.",true
W02844,rau mùng tơi,,true
W02845,rau ngót,"Cây nhỏ, lá nhỏ mọc cách, hình trứng dài, màu xanh sẫm, thường dùng để nấu canh.",true
W02847B,rằm trung thu,,false
W02848,răng,"Phần xương cứng, màu trắng, mọc trên hàm, dùng để cắn và nhai thức ăn.",true
W02851,râu,"Lông cứng mọc ở cằm và phía trên môi trên, thường ở đàn ông hoặc ở một số loài động vật.",true
W02852,rẽ phải,,false
W02854,rèn luyện,Luyện tập một cách thường xuyên để đạt tới những phẩm chất hay trình độ ở một mức nào đó.,false
W02855,reo hò,"Reo ầm lên, tỏ ý vui mừng hay thúc đẩy.",false
W02856,rễ cây,"Bộ phận của cây, thường đâm sâu xuống đất, giữ cho cây đứng thẳng và hút chất dinh dưỡng nuôi cây.",true
W02857,rễ chùm,"Bộ rễ cây gồm một cụm những rễ to gần bằng nhau, mọc từ các mắt chấm đất ở một số cây như lúa, tre, v.v.",true
W02858,rễ cọc,"Bộ rễ cây có rễ cái to đâm thẳng xuống và nhiều rễ con nhỏ hơn, đâm nghiêng vào đất.",false
W02860,riêng biệt,"Riêng một mình, không có quan hệ với những cái khác cùng loại.",false
W02861,riêng tư,Riêng của cá nhân.,false
W02863,rìu,"Dụng cụ dùng để đẽo, chặt, có cán cầm và một lưỡi sắc hình thang tra thẳng góc vào cán.",true
W02864B,rõ ràng,"Rõ đến mức ai cũng có thể thấy, có thể nhận biết được một cách dễ dàng.",false
W02865B,róc rách,Mô phỏng âm thanh của tiếng nước chảy nhẹ qua kẽ đá.,false
W02866,rón rén,Gợi tả dáng điệu của động tác cố làm cho thật nhẹ nhàng vì sợ gây tiếng động hoặc điều gì thất thố.,false
W02867,rong biển,,true
W02868B,rong chơi,,false
W02870,rổ,"Đồ dùng để đựng, thường đan bằng tre hay làm bằng nhựa, tròn và sâu lòng, có nhiều lỗ nhỏ và thưa.",true
W02872,rộng lớn,Có diện tích hoặc phạm vi rất lớn (nói khái quát).,false
W02873,rộng rãi,"Chỉ căn phòng rộng rãi; chỉ sự hào phóng, chi tiêu rộng rãi; chỉ việc đem đến cho nhiều người, nhiều nơi biết: công bố rộng rãi.",false
W02874,rơi,Di chuyển xuống mặt đất một cách tự nhiên khi không có gì giữ lại ở vị trí trên cao.,false
W02875,rơm,Phần trên của thân cây lúa đã gặt và đập hết hạt.,true
W02876,ru ngủ,Làm mê muội tinh thần và tê liệt ý chí đấu tranh.,true
W02877,rụng tóc,,true
W02883,rút gọn,"Làm cho có hình thức ngắn gọn, đơn giản hơn.",false
W02885,rửa bát,,true
W02886,rửa chân,,true
W02887,rửa mặt,,true
W02888,rửa tay,,true
W02892,rừng núi,Chỉ rừng và núi.,true
W02893,rừng rậm,,true
W02894,rừng thưa,,true
W02895,rước đèn,,true
W02897B,rưỡi,Một nửa của đơn vị.,false
W02898B,rượu,"Chất lỏng, vị cay nồng, thường cất từ chất bột hoặc trái cây đã ủ men.",false
W02900,sách,"Tập hợp nhiều tờ giấy có in chữ, hình thành một quyển.",true
W02901,sách giáo khoa,"Là loại sách cung cấp kiến thức, được biên soạn với mục đích dạy và học tại trường học.",true
W02902,sách toán,"Sách về các lĩnh vực của toán như logic của con số, cấu trúc, không gian và các ghép biến đổi.",true
W02903,san hô,"Động vật ruột khoang sống ở vùng biển nhiệt đới, có bộ xương đá vôi dạng cánh hoa, nhiều màu sắc.",true
W02906,san sẻ,"Chia bớt cho nhau để cùng hưởng, cùng chịu (nói khái quát).",false
W02912,sản xuất,Là những hoạt động của con người nhằm tạo ra của cải vật chất nói chung.,false
W02915,sáng chói,,false
W02916,sáng kiến,"Ý kiến mới, giúp cho công việc tiến hành tốt hơn, thuận lợi hơn.",false
W02918,sáng tạo,Tạo ra những giá trị mới về vật chất hoặc tinh thần.,false
W02919B,sao,Tên gọi chung các thiên thể nhìn thấy như những điểm sáng lấp lánh trên bầu trời ban đêm.,false
W02921,sao chép,Tạo ra một hoặc nhiều bản giống như bản gốc.,false
W02922,đỏ thắm,,true
W02923,sáo,"Nhạc khí thổi bằng hơi theo chiều ngang, hình ống nhỏ và dài, phần dưới có nhiều lỗ tròn.",true
W02926,sau,"Ở phía đối lập với phía trước mặt, khi mắt nhìn thẳng không thể thấy được.",false
W02927,say sưa,"Ở trạng thái bị tập trung, cuốn hút hoàn toàn vào một công việc hứng thú nào đó.",false
W02931B,sắp xếp,Xếp theo một trật tự coi là hợp lí nhất.,false
W02932B,sắt,"Kim loại màu xám xanh, dễ dát mỏng và kéo sợi, dễ bị gỉ trong không khí ẩm, là thành phần chính của gang và thép.",false
W02934,sấm chớp,,true
W02935,sấm sét,Sấm và sét (nói khái quát); thường dùng để ví những tác động mạnh khủng khiếp.,true
W02936B,sân chơi,"Nơi diễn ra các hoạt động vui chơi, có tác dụng giải trí.",false
W02937,sân khấu,Nơi biểu diễn trực tiếp các tiết mục nghệ thuật.,true
W02938,sân nhà,"Khoảng đất trống, phẳng, là một phần phụ của nhà ở.",true
W02939,sân thượng,Khoảng rộng trên mái bằng của nhà.,true
W02940B,sân trường,,false
W02941,sân vận động,,true
W02943,sâu,Có khoảng cách bao nhiêu đó tính từ miệng hoặc bề mặt đến đáy.,true
W02944,sâu bọ,"Động vật chân đốt, thân chia ba phần, có ba đôi chân, phần lớn có cánh.",true
W02945,sâu răng,"Bệnh làm huỷ một hay nhiều lớp của răng, có khi làm thủng vào tới tuỷ, thường do vi trùng gây nên.",true
W02946,sâu thẳm,,false
W02947B,sĩ diện,Thể diện cá nhân.,false
W02948,siêng năng,"Đức tính của con người, thể hiện sự cần cù, tự giác, miệt mài. làm việc thường xuyên, đều đặn.",false
W02951,siêu thị,"Cửa hàng tự phục vụ lớn, bán thực phẩm và hàng bách hóa đủ loại.",true
W02952,siêu tốc,"Có tốc độ rất cao, vượt xa tốc độ bình thường.",false
W02953B,sinh đẻ,Sinh con (nói khái quát) Đồng nghĩa với sinh nở.,false
W02954,sinh động,"Đầy sức sống với nhiều dạng, nhiều vẻ khác nhau.",false
W02955,sinh hoạt,Những hoạt động thuộc về đời sống hằng ngày của một người hay một cộng đồng người (nói tổng quát).,false
W02956B,sinh sản,"Đẻ, về mặt chức năng duy trì và phát triển nòi giống của sinh vật (nói khái quát).",false
W02957,sinh sống,"Sống, về mặt tồn tại trên đời (nói khái quát).",false
W02958,sinh tố,"Thức uống được chế biến từ các loại hoa quả tươi bằng cách xay nhuyễn với một vài muỗng cà phê sữa đặc có đường, đá vụn và trái cây tươi.",true
W02960,sinh vật,"Các vật sống bao gồm động vật, thực vật và vi sinh vật, có trao đổi chất với môi trường, có sinh đẻ, lớn lên và chết đi.",false
W02961,Sóc Trăng,,false
W02962,soi,Chiếu ánh sáng vào làm cho thấy rõ.,true
W02964,son môi,,true
W02965,song song,Không cắt nhau hoặc không có một điểm nào chung.,true
W02967,sóng biển,,true
W02968,sóng thần,"Sóng biển rất to, cao đến hàng chục mét, do động đất ngầm dưới biển gây ra, có sức tàn phá rất lớn.",true
W02970,sổ đầu bài,,true
W02972,sổ điểm danh,,true
W02974,sổ tay,"Sổ nhỏ, thường mang theo người, dùng để ghi chép những điều cần thiết.",true
W03005,sông Hồng,,true
W03008,sốt,"Tăng nhiệt độ cơ thể lên quá mức bình thường, do bị bệnh.",true
W03010B,sơ đồ,"Hình vẽ quy ước, có tính chất sơ lược, nhằm mô tả một đặc trưng nào đó của sự vật hay một quá trình nào đó.",false
W03011B,sơ mi,"Áo kiểu Âu, cổ đứng hoặc cổ bẻ, có tay.",false
W03014,sợi,"Nguyên liệu dài và mảnh, dùng để dệt, thêu, v.v., làm từ bông, lông thú, v.v.",false
W03015,sợi chỉ,,true
W03016,sợi dây,,true
W03017,sợi len,,true
W03018,sơn ,"Tên gọi chung nhựa lấy từ cây sơn hoặc hoá chất dạng lỏng, dùng để chế biến chất liệu hội hoạ, hoặc để quét lên đồ vật cho bền, đẹp.",true
W03021,súc miệng,,true
W03023,sum họp,"Tụ họp tại một chỗ một cách vui vẻ, sau một thời gian phải sống xa nhau.",false
W03024,suối,"Dòng nước tự nhiên ở miền đồi núi, chảy thường xuyên hoặc theo mùa, do nước mưa hoặc nước ngầm chảy ra ngoài mặt đất tạo nên.",true
W03025B,suy nghĩ,"Vận dụng sự hoạt động của trí óc để tìm hiểu và giải quyết vấn đề, từ một số phán đoán và ý nghĩ này đi đến những phán đoán và ý nghĩ khác có chứa tri thức mới.",false
W03031,sự thật,"Cái có thật, cái có trong thực tế.",false
W03034,sửa chữa,"Sửa những chỗ hư hỏng, sai sót (nói khái quát).",true
W03036B,sữa bò,,false
W03037B,sữa bột,,false
W03038B,sữa dê,,false
W03039,sữa đặc,,true
W03040B,sữa hộp,,false
W03041,sữa rửa mặt,,true
W03042B,sữa,"Chất dinh dưỡng màu trắng đục, tiết ra từ tuyến vú của người và động vật để nuôi con.",false
W03043,sức khỏe,Sức mạnh về thân thể.,false
W03046,sừng,Phần cứng mọc nhô ra ở đầu một số loài thú có guốc.,true
W03047,sừng bò,,true
W03048,sừng trâu,,true
W03051,sườn,Các xương bao quanh lồng ngực từ cột sống đến vùng ức (nói tổng quát).,false
W03054,tác dụng,Kết quả của tác động.,false
W03055,tác động,Làm cho một đối tượng nào đó có những biến đổi nhất định.,false
W03056,tác giả,"Người trực tiếp sáng tạo ra toàn bộ hoặc một phần tác phẩm văn học, nghệ thuật, khoa học nào đó.",false
W03058,tác phẩm,"Sản phẩm trí tuệ do nhà văn hoá, nghệ thuật, khoa học trực tiếp sáng tạo ra dưới một hình thức nhất định.",false
